term,course_subject,course_number,course_name,course_section,prof_name,total_enrollment,a_plus,a,a_minus,b_plus,b,b_minus,c_plus,c,c_minus,d_plus,d,f,w,inc,avg_gpa
Fall 2022,FNES,203,Meal Plan for Therap Diets,LEC,"MORAN, P",23,9,7,2,1,0,1,0,1,0,0,1,0,1,0,3.655
Fall 2022,FNES,203,Meal Plan for Therap Diets,1-LB,"MORAN, P",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
Fall 2022,FNES,211,Intro To Exercise Training,1,"AZZOLLINI, A",24,0,2,1,3,4,7,0,0,0,0,1,2,4,0,2.675
Fall 2022,FNES,211,Intro To Exercise Training,2,"AZZOLLINI, A",24,0,0,1,4,4,5,0,0,2,0,1,2,5,0,2.463
Fall 2022,FNES,212,Tch/Assmnt Of Team Activities,1,"ANGELASTRO, J",15,4,6,0,2,0,0,0,0,0,0,0,0,3,0,3.883
Fall 2022,FNES,214,Tchg Ind/Dual Act,1,"ANGELASTRO, J",14,5,7,0,1,0,0,0,0,0,0,0,0,1,0,3.946
Fall 2022,FNES,225,Fashion Design Sketching,1,"RIPLEY, E",17,1,8,2,5,0,0,0,0,0,0,0,0,1,0,3.744
Fall 2022,FNES,230,"Exer, Bal, & Weight Control",4,"QUILES GONZALEZ, N",30,1,5,4,2,5,4,3,4,0,0,0,0,2,0,3.075
Fall 2022,FNES,230,"Exer, Bal, & Weight Control",3,"QUILES GONZALEZ, N",34,2,5,2,4,3,1,1,5,0,0,3,1,6,1,2.8
Fall 2022,FNES,235,Analysis of Human Movement,1,"CHINNAN, A",23,1,5,0,3,3,5,3,0,0,0,1,0,2,0,3.062
Fall 2022,FNES,248,Pbms Marriage & Fam,1,"ROBILA, M",12,4,1,1,4,0,1,1,0,0,0,0,0,0,0,3.492
Fall 2022,FNES,253,Psychology Of Sports,1,"CAIACCIA, L",35,0,17,6,5,0,1,0,0,0,0,0,0,6,0,3.772
Fall 2022,FNES,260,Research Methods in Nutrition,1,"JASTI, S",17,0,3,1,2,3,2,2,1,1,0,1,0,1,0,2.875
Fall 2022,FNES,263,Nutrition I,1,"FISCHER, V",37,2,4,2,5,4,1,2,7,2,0,1,1,6,0,2.761
Fall 2022,FNES,264,Nutrition II,1,"WESTFAL, S",34,2,0,3,10,5,0,2,4,0,0,1,3,3,1,2.69
Fall 2022,FNES,266,Phyed:Prek - Elemen,1,"KOLB, C",18,0,1,1,2,5,0,2,2,1,0,0,0,4,0,2.829
Fall 2022,FNES,266,Phyed:Prek - Elemen,2,"KOLB, C",10,0,0,0,1,5,0,0,0,0,0,2,0,2,0,2.538
Fall 2022,FNES,275,Institutional Management,1,"CHOI, J",22,1,3,4,3,4,4,1,2,0,0,0,0,0,0,3.173
Fall 2022,FNES,300,Seminar: Career Advancement,1,"GALLUCCI, M",15,5,9,0,1,0,0,0,0,0,0,0,0,0,0,3.953
Fall 2022,FNES,311,Phys Fitness & Training Prog,1,"FLEMING, L",22,0,1,1,3,2,3,3,2,2,0,2,1,1,1,2.4
Fall 2022,FNES,322,Survey:Textile Dev,1,"ZHAO, R",10,0,2,5,3,0,0,0,0,0,0,0,0,0,0,3.64
Fall 2022,FNES,337,Nutrition Counseling & Educ,1,"FISCHER, V",25,1,3,4,2,3,1,1,2,0,0,2,3,3,0,2.609
Fall 2022,FNES,340,Kinesiology,1,"HANSON, D",35,0,11,4,4,3,6,1,2,2,0,1,1,0,0,3.083
Fall 2022,FNES,341,Biomechanics,1,"HUNG, Y",28,0,7,2,6,4,1,1,1,0,0,0,1,5,0,3.226
Fall 2022,FNES,342,Physiology Muscular Activity,2,"LEMONDA, T",13,0,3,1,2,1,2,1,1,0,0,1,0,1,0,3.0
Fall 2022,FNES,342,Physiology Muscular Activity,1,"MCFADDEN, B",12,0,1,1,1,4,0,2,3,0,0,0,0,0,0,2.8
Fall 2022,FNES,343,Motor Learning and Performance,1,"BERNSTEIN, E",34,0,8,7,5,5,7,0,1,0,0,0,0,1,0,3.342
Fall 2022,FNES,345,Theories of Lifespan Develop,1,"RIINA, E",16,4,2,1,2,5,0,1,0,0,0,1,0,0,0,3.288
Fall 2022,FNES,348,Family and Comm Program Dev,1,"ROBILA, M",18,4,2,1,3,2,3,1,1,0,0,0,0,1,0,3.294
Fall 2022,FNES,352,Physio Prin Exercise Training,1,"QUILES GONZALEZ, N",18,1,6,3,1,2,1,2,1,0,0,0,0,1,0,3.394
Fall 2022,FNES,353,Fitness Assess & Prescription,2,"THOZHUTHUNGAL BALACHANDRAN, A",21,0,3,6,3,6,1,0,2,0,0,0,0,0,0,3.276
Fall 2022,FNES,360,Professional Develop & Ethnics,1,"ROBILA, M",21,7,4,4,2,1,0,2,0,0,0,0,1,0,0,3.476
Fall 2022,FNES,361,Sports Nutrition,1,"LEE, F",20,5,5,3,4,0,1,0,1,1,0,0,0,0,0,3.535
Fall 2022,FNES,362,Nutrit for Exer Professional,1,"ALI, R",18,3,2,2,1,7,2,1,0,0,0,0,0,0,0,3.3
Fall 2022,FNES,365,Nutrition Assessment,LEC,"WESTFAL, S",12,2,0,5,0,2,1,0,1,0,0,0,0,1,0,3.382
Fall 2022,FNES,365,Nutrition Assessment,1-LB,"WESTFAL, S",12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0
Fall 2022,FNES,366,Medical Nutrition Therapy,1,"CHARNY, A",16,0,2,4,1,2,2,0,4,0,0,0,0,1,0,3.033
Fall 2022,FNES,368,Life Cycle Nutrition,1,"KOVACS, L",16,3,4,1,4,0,2,0,0,0,0,1,0,1,0,3.42
Fall 2022,FNES,369,Methods For Tch Sec Phyed,1,"HERMAN, A",20,0,3,1,0,5,0,1,3,1,0,2,0,4,0,2.669
Fall 2022,FNES,377,Internship in Exercise Science,2,"HANSON, D",12,0,3,2,0,1,1,2,1,0,0,0,0,1,1,3.17
Fall 2022,FNES,378,"Quant Food Purch, Prod & Equip",1,"CHOI, J",16,0,1,1,4,0,5,1,2,0,0,0,0,2,0,2.907
Fall 2022,FNES,381,Special Physical Education,1,"HOOVER, R",18,0,7,1,2,5,0,1,2,0,0,0,0,0,0,3.311
Fall 2022,FNES,560,Teaching Proc&Assessment in PE,1,"ANGELASTRO, J",16,4,5,1,4,1,0,0,0,0,0,0,0,1,0,3.727
Fall 2022,FNES,702,Statistical Methods in FNES.,1,"WANG, H",25,0,22,1,1,0,0,1,0,0,0,0,0,0,0,3.892
Fall 2022,FNES,717,Geriatric Nutrition,1,"WESTFAL, S",13,0,2,6,1,3,0,0,0,0,0,0,0,1,0,3.542
Fall 2022,FNES,730,Mech Anal Human Mvmt,1,"HUNG, Y",15,0,2,1,1,1,3,3,2,0,0,0,0,1,1,2.846
Fall 2022,FNES,731,Research I: Action Research,1,"ARMOZA, F",12,0,3,0,4,3,0,0,0,0,0,0,0,2,0,3.42
Fall 2022,FNES,740,Motor Learning & Performance,1,"CHINNAN, A",20,0,6,9,1,2,1,0,0,0,0,0,1,0,0,3.465
Fall 2022,FNES,753,Building Relations Classrooms,1,"MOSENSON, A",18,2,8,5,2,0,0,0,0,0,0,0,0,1,0,3.829
Fall 2022,FNES,755,Sustainability Practices,1,"MARTINEZ, A",18,8,3,4,2,1,0,0,0,0,0,0,0,0,0,3.8
Fall 2022,FNES,763,Nutritional Pathophysiology I,1,"FISCHER, V",10,1,1,2,3,1,0,1,0,0,0,0,0,1,0,3.4
Fall 2022,FNES,767,Advanced Diet Therapy,1,"WESTFAL, S",12,1,2,4,2,3,0,0,0,0,0,0,0,0,0,3.533
Fall 2022,FNES,773,"Internship in Dietetics I, II",1,"CHARNY, A",12,0,11,1,0,0,0,0,0,0,0,0,0,0,0,3.975
Fall 2022,FNES,161W,Intro Teaching Phys Educ,1,"HERMAN, A",23,0,0,1,6,4,0,4,2,2,0,0,0,4,0,2.742
Fall 2022,FNES,307W,Experimental Food Science,LEC,"CHOI, S",22,1,2,3,2,9,2,0,1,0,0,1,0,1,0,3.1
Fall 2022,FNES,307W,Experimental Food Science,1-LB,"CHOI, S",22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0
Fall 2022,FREN,41,French and Francophone Lit,1,"PRELEVIC, I",25,4,12,5,4,0,0,0,0,0,0,0,0,0,0,3.828
Fall 2022,FREN,111,Elementary French I,4,"BOUHAYAT, S",24,14,1,4,1,1,0,0,0,0,0,0,1,2,0,3.686
Fall 2022,FREN,111,Elementary French I,3,"RAYMUNDO, A",24,8,0,4,6,0,2,0,1,1,0,0,0,2,0,3.441
Fall 2022,FREN,111,Elementary French I,1,"SULLIVAN, K",25,1,3,2,2,6,1,3,0,1,0,0,0,5,1,3.121
Fall 2022,FREN,111,Elementary French I,5,"SULLIVAN, K",25,3,3,2,0,2,2,4,1,0,0,1,0,6,1,3.056
Fall 2022,FREN,111,Elementary French I,2,"ZAJAC, K",25,3,1,2,4,2,1,1,1,2,0,2,2,3,0,2.619
Fall 2022,FREN,111,Elementary French I,6,"ZAJAC, K",25,5,2,3,0,1,2,0,1,1,0,3,3,4,0,2.581
Fall 2022,FREN,111,Elementary French I,7,"HERARD, M",23,1,1,1,3,0,3,1,2,0,0,2,2,7,0,2.375
Fall 2022,FREN,112,Elementary French II,1,"FADOUL, P",15,2,4,2,2,1,1,0,2,0,0,0,0,0,1,3.407
Fall 2022,FREN,224,Advanced French Grammar,1,"JONES, D",14,0,3,0,2,3,3,0,0,2,0,1,0,0,0,2.864
Fall 2022,FREN,340,Topics in 17th Cent French Lit,1,"FADOUL, P",10,0,1,0,0,1,0,0,3,0,0,0,0,1,4,2.6
Fall 2022,FREN,41W,French and Francophone Lit,1,"BOUHAYAT, S",25,16,5,0,0,0,0,0,0,0,0,0,0,4,0,4.0
Fall 2022,GEOL,8,Introduction to Oceanography,1,"STEWART, G",83,0,1,5,3,3,9,4,10,5,0,11,7,19,0,1.972
Fall 2022,GEOL,16,"Earthqk, Volc & Moving Contin",1,"LONGPRE, M",108,16,4,3,7,14,5,8,8,4,0,12,3,18,0,2.654
Fall 2022,GEOL,25,Natural Resource and Environmt,1,"EATON, T",79,5,5,5,5,8,8,2,6,5,0,11,10,4,0,2.239
Fall 2022,GEOL,77,"Weather, Climate, & Change",1,"PEKAR, S",78,8,11,5,7,9,8,5,5,4,0,3,1,5,0,2.992
Fall 2022,GEOL,101,Physical Geology,1,"SOULE, D",72,6,9,8,6,9,4,6,4,2,0,5,3,10,0,2.861
Fall 2022,GEOL,101,Physical Geology,2,"SOULE, D",72,3,7,9,5,8,5,7,4,6,0,6,3,8,0,2.66
Fall 2022,GEOL,101,Physical Geology,1A,"CORTESE, F",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,101,Physical Geology,1B,"HLINKA, L",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,101,Physical Geology,1C,"BADZIAI, V",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,101,Physical Geology,1D,"KERSH, J",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,101,Physical Geology,2A,"SILVESTRE DE OLIVEIRA, P",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,101,Physical Geology,2B,"CORTESE, F",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,101,Physical Geology,2C,"TRAMONTANO, S",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,101,Physical Geology,2D,"SINGER, J",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,GEOL,102,Historical Geology,1,"MCDONALD, N",13,2,0,0,1,3,2,0,1,1,0,0,0,2,1,2.94
Fall 2022,GEOL,102,Historical Geology,1,"PEKAR, S",13,2,0,0,1,3,2,0,1,1,0,0,0,2,1,2.94
Fall 2022,GEOL,200,Methods in Geoscience,1,"VAL, P",24,3,6,1,0,3,3,3,0,0,0,0,0,5,0,3.353
Fall 2022,GEOL,208,Sedimentology & Landscape Evo,1,"LESNEK, A",11,0,1,1,2,3,1,0,0,1,0,0,0,2,0,3.078
Fall 2022,GEOL,210,Water Res & Conserv,1,"EATON, T",12,2,2,2,0,2,0,1,2,1,0,0,0,0,0,3.117
Fall 2022,GEOL,760,Environmental Geochemistry,1,"BRACCO, J",11,0,4,3,2,0,1,0,0,0,0,0,0,1,0,3.64
Fall 2022,GEOL,763,Info Sys & Mapping,1,"LESNEK, A",11,0,3,4,0,1,2,0,0,0,0,0,0,1,0,3.52
Fall 2022,GERM,111,Elementary German I,4,"SKWARA, G",25,10,6,3,2,1,0,0,0,1,0,0,0,2,0,3.757
Fall 2022,GERM,111,Elementary German I,1,"REICHERT, J",25,2,3,3,5,2,0,1,1,0,0,0,0,7,0,3.406
Fall 2022,GERM,111,Elementary German I,3,"SKWARA, G",26,5,5,4,3,3,2,1,0,0,0,1,1,1,0,3.296
Fall 2022,GERM,111,Elementary German I,2,"REICHERT, J",25,1,1,0,1,1,4,3,1,0,0,1,0,11,0,2.692
Fall 2022,GERM,41W,German Lit in Translatiion,2,"JAROSINSKI, E",17,1,2,3,3,5,1,0,0,0,0,0,0,1,1,3.38
Fall 2022,GERM,41W,German Lit in Translatiion,1,"CARR, N",18,1,1,4,1,3,2,0,2,1,0,0,0,3,0,3.08
Fall 2022,GRKMD,111,Elementary Modern Greek I,1,"GLAVA, I",16,7,2,1,0,0,2,0,0,0,0,0,1,2,1,3.469
Fall 2022,GRKMD,41W,Mod Greek Lit Trans,2,"SOUMAKIS, F",25,1,14,1,0,0,2,0,0,2,0,0,0,5,0,3.625
Fall 2022,GRKMD,41W,Mod Greek Lit Trans,1,"SOUMAKIS, F",25,2,7,5,1,3,4,1,0,0,0,0,0,2,0,3.474
Fall 2022,HEBRW,101,Elementary Hebrew I,1,"WOODBRIDGE, G",25,4,15,2,1,1,0,0,1,0,0,0,0,1,0,3.821
Fall 2022,HEBRW,102,Elementary Hebrew II,1,"WOODBRIDGE, G",23,5,8,2,2,2,1,0,0,0,0,0,0,0,3,3.735
Fall 2022,HEBRW,150,Mod Heb Lit In Trans,2,"GRUBER, D",27,9,15,1,0,0,0,0,0,0,0,0,0,2,0,3.988
Fall 2022,HEBRW,150,Mod Heb Lit In Trans,1,"NIR, O",30,24,3,0,2,0,0,0,0,0,0,0,0,1,0,3.952
Fall 2022,HEBRW,358,The Modern Hebrew Media,1,"NIR, O",30,24,5,1,0,0,0,0,0,0,0,0,0,0,0,3.99
Fall 2022,HEBRW,350W,Bib Narrative&Poetry In Trans,1,"GRUBER, D",16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,HIST,101,"Early Modern Europe, 1500-1815",1,"BOSTWICK, M",35,6,5,9,1,1,3,0,2,0,0,0,0,7,1,3.544
Fall 2022,HIST,101,"Early Modern Europe, 1500-1815",2,"FRANGAKIS-SYRETT, E",35,0,5,6,5,7,1,2,3,1,0,0,0,3,2,3.157
Fall 2022,HIST,101,"Early Modern Europe, 1500-1815",5,"WOLFE, M",36,3,5,4,5,1,3,0,2,1,0,4,0,8,0,3.004
Fall 2022,HIST,101,"Early Modern Europe, 1500-1815",3,"FRANGAKIS-SYRETT, E",34,0,5,5,3,4,1,4,2,0,0,1,3,4,1,2.761
Fall 2022,HIST,101,"Early Modern Europe, 1500-1815",6,"WOLFE, M",36,0,3,1,2,2,4,2,3,1,0,2,3,13,0,2.322
Fall 2022,HIST,101,"Early Modern Europe, 1500-1815",4,"MCDONNELL, M",36,0,2,2,5,1,4,0,3,2,0,3,4,5,1,2.235
Fall 2022,HIST,102,"Modern Europe, 1815 to the Pre",4,"LEVIS, N",36,0,17,7,2,4,3,0,0,0,0,0,0,3,0,3.655
Fall 2022,HIST,102,"Modern Europe, 1815 to the Pre",2,"FREUNDSCHUH, A",35,0,17,5,1,2,4,0,0,0,0,0,2,2,0,3.439
Fall 2022,HIST,102,"Modern Europe, 1815 to the Pre",3,"ROY CHOWDHURY, S",34,0,1,3,8,8,2,0,0,0,0,1,0,4,3,3.126
Fall 2022,HIST,102,"Modern Europe, 1815 to the Pre",6,"ROY CHOWDHURY, S",35,0,1,6,6,10,4,1,0,0,0,1,2,3,0,2.906
Fall 2022,HIST,102,"Modern Europe, 1815 to the Pre",1,"BILLADO-LOTSON, T",35,3,5,1,4,3,4,2,5,0,0,3,0,5,0,2.877
Fall 2022,HIST,102,"Modern Europe, 1815 to the Pre",5,"ORT, T",88,0,5,6,5,4,9,8,5,4,0,9,3,14,2,2.4
Fall 2022,HIST,103,"American History, 1607-1865",5,"LEVIS, N",35,1,13,8,4,3,3,0,0,0,0,0,0,3,0,3.622
Fall 2022,HIST,103,"American History, 1607-1865",FYE,"LANG, A",35,7,7,3,6,5,2,2,0,0,0,0,0,2,0,3.497
Fall 2022,HIST,103,"American History, 1607-1865",2,"CROWDER, M",35,0,6,12,8,2,1,1,3,0,0,0,0,2,0,3.388
Fall 2022,HIST,103,"American History, 1607-1865",3,"CROWDER, M",35,0,4,15,4,4,0,0,2,0,0,0,1,5,0,3.357
Fall 2022,HIST,103,"American History, 1607-1865",6,"OSBORN, D",36,0,4,9,6,5,4,1,0,1,0,0,0,6,0,3.297
Fall 2022,HIST,103,"American History, 1607-1865",12,"TURIANO, E",36,3,10,6,5,3,2,1,1,1,0,1,1,2,0,3.297
Fall 2022,HIST,103,"American History, 1607-1865",13,"TURIANO, E",36,2,5,6,8,5,0,2,1,2,0,0,0,5,0,3.277
Fall 2022,HIST,103,"American History, 1607-1865",11,"WUEBKER, E",36,1,9,5,4,4,3,2,2,2,0,1,1,2,0,3.082
Fall 2022,HIST,103,"American History, 1607-1865",10,"WUEBKER, E",37,4,2,5,6,2,0,4,4,1,0,1,2,5,1,2.845
Fall 2022,HIST,103,"American History, 1607-1865",1,"CARTOLANO, J",35,0,2,4,1,5,3,5,1,0,0,0,2,9,0,2.726
Fall 2022,HIST,103,"American History, 1607-1865",14,"CARTOLANO, J",35,0,2,4,4,4,1,0,0,1,0,0,4,11,0,2.62
Fall 2022,HIST,103,"American History, 1607-1865",8,"TILITZ, T",36,0,2,1,3,6,5,7,1,4,0,2,0,3,2,2.581
Fall 2022,HIST,103,"American History, 1607-1865",9,"TILITZ, T",35,0,1,3,2,1,5,2,3,8,0,4,0,5,1,2.29
Fall 2022,HIST,104,Amer Hist 1865-Pres,4,"HALLER, S",35,0,17,10,2,1,2,0,0,0,0,0,0,3,0,3.75
Fall 2022,HIST,104,Amer Hist 1865-Pres,FYE,"KNUDSEN, E",36,7,14,2,7,0,2,0,0,0,0,0,0,0,3,3.747
Fall 2022,HIST,104,Amer Hist 1865-Pres,2,"CLEARY, R",35,6,10,8,2,2,1,0,2,1,0,0,0,3,0,3.581
Fall 2022,HIST,104,Amer Hist 1865-Pres,7,"MURPHY, K",35,0,6,4,9,4,4,0,1,0,0,0,0,3,4,3.332
Fall 2022,HIST,104,Amer Hist 1865-Pres,12,"HALLER, S",35,0,7,14,2,3,0,1,1,0,0,3,0,4,0,3.313
Fall 2022,HIST,104,Amer Hist 1865-Pres,3,"CONOLLY-SMITH, P",87,16,18,9,4,8,4,4,6,4,0,4,0,6,0,3.238
Fall 2022,HIST,104,Amer Hist 1865-Pres,9,"ROSENBLOOM, S",36,3,12,2,4,4,2,0,3,6,0,0,0,0,0,3.172
Fall 2022,HIST,104,Amer Hist 1865-Pres,8,"ROSENBLOOM, S",36,1,8,3,5,5,4,2,3,2,0,0,0,3,0,3.133
Fall 2022,HIST,104,Amer Hist 1865-Pres,1,"CARTOLANO, J",35,0,2,3,6,3,5,0,1,0,0,0,3,11,1,2.757
Fall 2022,HIST,104,Amer Hist 1865-Pres,10,"MANSON, D",35,0,8,3,0,4,1,1,3,1,0,1,3,2,0,2.752
Fall 2022,HIST,104,Amer Hist 1865-Pres,11,"MURPHY, K",35,0,5,3,3,4,6,1,4,0,0,0,3,1,2,2.741
Fall 2022,HIST,104,Amer Hist 1865-Pres,6,"MANSON, D",35,0,6,0,2,9,2,3,2,3,0,3,0,3,0,2.733
Fall 2022,HIST,105,Hist of Latin Amer to 1825,1,"TAVAREZ, F",23,0,3,2,5,1,1,1,0,1,0,0,2,6,1,2.85
Fall 2022,HIST,106,"Hist of Latin Amer, 1825-Pres",1,"SALVATIERRA, C",36,2,7,2,7,1,1,0,5,2,0,2,2,5,0,2.826
Fall 2022,HIST,107,History of England to 1603,1,"COVINGTON, S",35,5,6,12,4,1,0,0,0,0,0,0,0,4,3,3.736
Fall 2022,HIST,109,Imperial Russia,1,"ANTONOVA, K",29,0,18,2,3,0,0,0,0,0,0,0,0,3,3,3.883
Fall 2022,HIST,111,History of Africa,1,"CAMPBELL, C",14,0,4,2,0,1,0,0,0,0,0,0,4,3,0,2.4
Fall 2022,HIST,112,Intro East Asia Hist,1,"ROSSABI, M",35,2,2,10,6,1,4,1,2,1,0,0,0,6,0,3.262
Fall 2022,HIST,114,History of the Jewish People I,1,"FRANKLIN, A",26,5,10,2,2,3,1,0,0,0,0,0,0,0,1,3.726
Fall 2022,HIST,115,Hist Jewish People II,1,"BREGOLI, F",11,2,1,3,1,1,2,0,0,0,0,0,0,0,1,3.48
Fall 2022,HIST,140,China to 1500,1,"ROSSABI, M",34,5,4,6,5,1,0,3,2,0,0,0,0,7,1,3.408
Fall 2022,HIST,141,China after 1500,1,"ROSSABI, M",35,2,3,2,6,5,4,7,1,1,0,0,0,2,2,2.994
Fall 2022,HIST,148,Islamic Civilization: 600-1517,1,"ALGER, A",32,6,8,5,1,2,2,0,0,0,0,1,1,3,1,3.469
Fall 2022,HIST,149,Islamic Civ 1517-Present,1,"ALGER, A",32,0,10,4,4,3,0,1,0,0,0,2,2,3,1,3.127
Fall 2022,HIST,160,VT: Topics in Global History,1,"ALGER, A",36,19,2,1,2,0,1,1,1,0,0,1,4,1,0,3.197
Fall 2022,HIST,160,VT: Topics in Global History,4,"ROY CHOWDHURY, S",33,0,2,7,4,4,1,0,0,4,0,0,1,4,1,2.983
Fall 2022,HIST,160,VT: Topics in Global History,2,"DUNCAN, N",35,0,2,0,1,4,0,0,1,0,0,4,3,13,0,1.953
Fall 2022,HIST,163,VT: Topics in U.S. History,2,"LEVIS, N",31,2,11,4,4,4,5,0,0,0,0,0,0,1,0,3.517
Fall 2022,HIST,163,VT: Topics in U.S. History,1,"PLACIDO, S",21,1,3,2,5,1,2,3,0,0,0,1,0,3,0,3.122
Fall 2022,HIST,166,VT: History and Memory,1,"BEMPORAD, E",35,6,0,2,2,3,3,1,2,1,0,2,0,12,0,2.959
Fall 2022,HIST,166,VT: History and Memory,1,"DUNCAN, N",35,6,0,2,2,3,3,1,2,1,0,2,0,12,0,2.959
Fall 2022,HIST,190,Writing and History,1,"ANTONOVA, K",29,0,8,4,1,0,0,0,0,0,0,0,0,12,4,3.854
Fall 2022,HIST,190,Writing and History,2,"BILLADO-LOTSON, T",22,1,3,1,3,0,0,1,1,0,0,1,0,11,0,3.173
Fall 2022,HIST,190,Writing and History,5,"MANSON, D",11,0,3,2,0,4,0,0,0,0,0,0,2,0,0,2.855
Fall 2022,HIST,190,Writing and History,3,"BILLADO-LOTSON, T",22,2,0,0,1,4,1,1,1,0,0,2,0,10,0,2.692
Fall 2022,HIST,190,Writing and History,6,"WELLS, C",15,1,2,0,0,2,0,0,0,0,0,0,8,2,0,1.385
Fall 2022,HIST,212,Europe in the Middle Ages,1,"WOLFE, M",15,1,0,0,1,0,2,1,0,0,0,0,0,10,0,3.0
Fall 2022,HIST,255,VT: Transf Moment Arab/Israeli,1,"MCGEE, S",25,4,4,4,2,2,1,0,0,0,0,1,0,5,2,3.506
Fall 2022,HIST,259,Amer Rev Found Repub 1763-1800,1,"CROWDER, M",22,0,4,10,3,2,0,0,0,0,0,0,0,0,3,3.626
Fall 2022,HIST,265,The US 1920-1945 II,1,"ROSENBLOOM, S",30,0,8,3,3,1,6,2,1,0,0,1,1,1,3,3.069
Fall 2022,HIST,277,Afro-American History I,1,"SCRUGGS, C",34,0,20,0,8,2,0,0,0,0,0,0,2,2,0,3.513
Fall 2022,HIST,298,"Women, Gender& Sexuality Islam",1,"ALGER, A",21,3,5,1,1,4,1,0,0,1,0,1,3,1,0,2.82
Fall 2022,HIST,311,Jewish Soc in Islamic Lands,1,"FRANKLIN, A",29,5,4,4,5,5,3,0,0,0,0,0,1,1,0,3.348
Fall 2022,HIST,710,VT:Ancient History,1,"MCDONNELL, M",14,0,5,0,2,1,2,2,1,0,0,0,0,1,0,3.2
Fall 2022,HIST,788,US and the Vietnam War,1,"VELLON, P",17,0,9,5,0,0,1,0,0,0,0,0,0,0,2,3.813
Fall 2022,HIST,789,The United States Since 1945,1,"PLACIDO, S",21,2,16,3,0,0,0,0,0,0,0,0,0,0,0,3.957
Fall 2022,HIST,791,Intro to Historical Research,1,"ANTONOVA, K",11,1,6,0,0,0,0,0,0,0,0,0,0,2,2,4.0
Fall 2022,HIST,792,MLS-MA Capstone Research Proj,1,"WINTERMUTE, B",13,2,7,2,0,0,0,0,0,0,0,0,0,0,2,3.945
Fall 2022,HIST,797,Studies In Amer Hist,1,"TURIANO, E",15,1,5,5,4,0,0,0,0,0,0,0,0,0,0,3.713
Fall 2022,HIST,392W,Colloquium,4,"ROSSABI, M",15,2,2,4,1,0,4,1,0,0,0,0,0,1,0,3.371
Fall 2022,HIST,392W,Colloquium,2,"CONOLLY-SMITH, P",15,1,2,4,3,3,0,1,1,0,0,0,0,0,0,3.333
Fall 2022,HMNS,101,Science Honors Seminar,1,"SAMUNI, U",11,0,9,0,1,0,0,0,0,0,0,0,0,1,0,3.93
Fall 2022,HNRS,125,The Arts In New York City,1,"HONG, C",19,2,16,1,0,0,0,0,0,0,0,0,0,0,0,3.984
Fall 2022,HNRS,125,The Arts In New York City,3,"SMALDONE, E",20,0,14,5,1,0,0,0,0,0,0,0,0,0,0,3.89
Fall 2022,HNRS,125,The Arts In New York City,2,"PIO, M",18,3,3,7,5,0,0,0,0,0,0,0,0,0,0,3.689
Fall 2022,HNRS,225,Sci & Tech In NYC,2,"BAKER, M",19,0,16,1,0,0,0,0,0,0,0,0,0,1,1,3.982
Fall 2022,HNRS,225,Sci & Tech In NYC,1,"GOKHALE, V",19,4,14,0,0,1,0,0,0,0,0,0,0,0,0,3.947
Fall 2022,HNRS,225,Sci & Tech In NYC,3,"CIVILETTI, M",18,1,8,4,1,2,0,2,0,0,0,0,0,0,0,3.594
Fall 2022,HTH,101,Freshman Humanities Colloquium,5,"GARCIA, K",34,1,22,5,1,4,1,0,0,0,0,0,0,0,0,3.779
Fall 2022,HTH,101,Freshman Humanities Colloquium,6,"GARCIA, K",33,1,16,11,0,4,1,0,0,0,0,0,0,0,0,3.739
Fall 2022,HTH,101,Freshman Humanities Colloquium,8,"NORTON, L",27,1,10,3,6,2,3,1,0,0,0,0,0,1,0,3.512
Fall 2022,HTH,101,Freshman Humanities Colloquium,1,"LACKER, W",33,1,11,6,5,1,2,1,2,0,0,2,0,1,0,3.335
Fall 2022,HTH,101,Freshman Humanities Colloquium,7,"COLUCCIO, S",31,0,7,6,6,6,2,1,2,0,0,0,0,1,0,3.323
Fall 2022,HTH,101,Freshman Humanities Colloquium,9,"MERINO, J",27,0,8,5,6,3,0,0,3,1,0,1,0,0,0,3.259
Fall 2022,HTH,101,Freshman Humanities Colloquium,2,"LACKER, W",34,1,12,7,3,2,0,0,0,3,0,4,0,0,0,3.216
Fall 2022,HTH,101,Freshman Humanities Colloquium,10,"COLUCCIO, S",27,0,1,8,6,7,2,2,1,0,0,0,0,0,0,3.2
