term,course_subject,course_number,course_name,course_section,prof_name,total_enrollment,a_plus,a,a_minus,b_plus,b,b_minus,c_plus,c,c_minus,d_plus,d,f,w,inc,avg_gpa
Fall 2021,MATH,110,Math Literacy,2,"WOLF-SONKIN, V",40,2,3,0,2,0,2,0,3,0,0,6,5,16,0,1.913
Fall 2021,MATH,115,College Algebra for Precalc,6,"ALI, M",30,11,3,1,5,2,1,2,1,0,0,0,0,4,0,3.519
Fall 2021,MATH,115,College Algebra for Precalc,2,"MARKOWITZ, E",40,18,10,0,1,0,2,1,2,0,0,1,2,2,0,3.459
Fall 2021,MATH,115,College Algebra for Precalc,1,"MARKOWITZ, E",40,15,7,2,1,2,1,0,1,0,0,1,3,5,0,3.345
Fall 2021,MATH,115,College Algebra for Precalc,8,"ARCHETTI, M",30,6,2,0,4,5,2,0,1,0,0,2,0,8,0,3.164
Fall 2021,MATH,115,College Algebra for Precalc,17,"OSTROWSKY, A",26,5,4,4,3,1,1,1,1,0,0,1,2,3,0,3.117
Fall 2021,MATH,115,College Algebra for Precalc,9,"SHEN, T",40,4,8,5,2,4,3,2,3,0,0,1,2,6,0,3.082
Fall 2021,MATH,115,College Algebra for Precalc,12,"LEE, H",24,4,1,1,0,0,5,2,1,1,0,2,0,7,0,2.794
Fall 2021,MATH,115,College Algebra for Precalc,10,"PERSAUD, D",40,3,9,1,3,4,8,0,0,0,0,2,5,4,0,2.777
Fall 2021,MATH,115,College Algebra for Precalc,21SK,"KALRA, P",16,0,2,1,1,0,3,0,3,2,0,0,0,3,0,2.708
Fall 2021,MATH,115,College Algebra for Precalc,3,"PORCHETTA, E",25,1,2,0,1,0,3,0,1,0,0,1,1,11,0,2.64
Fall 2021,MATH,115,College Algebra for Precalc,5,"WOLF-SONKIN, V",41,1,1,0,1,2,0,0,4,0,0,2,1,24,1,2.275
Fall 2021,MATH,115,College Algebra for Precalc,4,"LEHMAN, S",30,3,4,0,0,2,0,3,0,2,0,7,2,5,0,2.23
Fall 2021,MATH,115,College Algebra for Precalc,7,"BOTEJU, W",30,2,2,1,0,1,2,1,1,0,0,5,2,8,0,2.2
Fall 2021,MATH,115,College Algebra for Precalc,14,"CHOW, J",29,0,1,0,1,2,2,2,1,1,0,5,5,1,0,1.6
Fall 2021,MATH,115,College Algebra for Precalc,18SK,"CLARKE, A",12,0,0,0,0,1,0,1,0,2,0,3,3,2,0,1.17
Fall 2021,MATH,119,Math for Elem School Teachers,4,"NAKAYAMA, A",40,15,8,2,2,3,0,1,0,1,0,4,1,2,1,3.324
Fall 2021,MATH,119,Math for Elem School Teachers,7,"LEE, H",28,10,0,0,0,1,8,2,2,1,0,1,0,3,0,3.036
Fall 2021,MATH,119,Math for Elem School Teachers,2,"GREENMAN, J",40,6,8,1,0,6,1,2,4,3,0,5,0,4,0,2.864
Fall 2021,MATH,119,Math for Elem School Teachers,3,"CHOW, J",30,5,3,2,3,2,2,2,2,0,0,3,2,0,0,2.781
Fall 2021,MATH,119,Math for Elem School Teachers,6,"LI, H",30,0,0,3,1,2,1,3,1,0,0,2,1,8,0,2.429
Fall 2021,MATH,119,Math for Elem School Teachers,1,"GREENMAN, J",40,4,5,0,0,2,4,2,3,0,0,9,2,7,0,2.335
Fall 2021,MATH,119,Math for Elem School Teachers,5,"LI, H",24,3,2,0,2,1,0,2,1,0,0,1,5,5,0,2.188
Fall 2021,MATH,120,Discrete Math Comp Sci,8,"CHYN, X",39,0,4,2,0,10,6,0,7,0,0,0,3,7,0,2.613
Fall 2021,MATH,120,Discrete Math Comp Sci,9,"WANG, A",29,6,3,1,0,2,2,1,2,0,0,4,4,4,0,2.456
Fall 2021,MATH,120,Discrete Math Comp Sci,1,"GOLDMAN, S",30,1,1,2,3,2,7,3,4,1,0,1,3,2,0,2.421
Fall 2021,MATH,120,Discrete Math Comp Sci,4,"GONZALEZ, R",29,1,0,1,2,4,2,0,2,2,0,2,3,8,0,2.163
Fall 2021,MATH,120,Discrete Math Comp Sci,6,"BOTEJU, W",30,3,2,0,3,3,1,1,3,0,0,3,6,3,0,2.116
Fall 2021,MATH,120,Discrete Math Comp Sci,5,"GONZALEZ, R",29,2,1,2,1,2,2,3,0,3,0,0,6,4,0,2.095
Fall 2021,MATH,120,Discrete Math Comp Sci,5,"LEE, D",29,2,1,2,1,2,2,3,0,3,0,0,6,4,0,2.095
Fall 2021,MATH,120,Discrete Math Comp Sci,7,"KONG, X",28,1,1,0,0,0,0,0,2,0,0,0,2,20,0,2.0
Fall 2021,MATH,120,Discrete Math Comp Sci,3,"FISCHTHAL, A",40,1,1,1,1,1,3,1,0,2,0,1,9,19,0,1.562
Fall 2021,MATH,120,Discrete Math Comp Sci,2,"FISCHTHAL, A",40,1,0,0,0,0,0,0,0,2,0,1,10,25,0,0.6
Fall 2021,MATH,122,Precalculus,18CN,"CAI, A",22,5,2,5,1,2,0,1,0,0,0,0,0,0,0,3.631
Fall 2021,MATH,122,Precalculus,2,"TOUSI-HAKIMIAN, A",42,5,11,5,8,0,2,0,0,2,0,0,0,7,0,3.567
Fall 2021,MATH,122,Precalculus,3,"TOUSI-HAKIMIAN, A",42,4,7,5,10,7,1,2,0,0,0,1,0,4,0,3.373
Fall 2021,MATH,122,Precalculus,15SK,"BROGES, A",25,5,1,2,2,1,1,3,1,1,0,0,0,6,0,3.194
Fall 2021,MATH,122,Precalculus,10,"GILLMAN, P",41,6,8,5,3,0,1,1,1,4,0,5,0,5,0,3.035
Fall 2021,MATH,122,Precalculus,11,"ISLAM, M",30,0,4,1,3,4,3,2,2,3,0,0,0,4,0,2.882
Fall 2021,MATH,122,Precalculus,11,"LEE, D",30,0,4,1,3,4,3,2,2,3,0,0,0,4,0,2.882
Fall 2021,MATH,122,Precalculus,8,"DONG, X",30,0,5,3,5,5,1,1,1,2,0,1,2,3,0,2.846
Fall 2021,MATH,122,Precalculus,4,"TOLEDO, D",29,1,2,0,1,4,0,1,3,0,0,2,0,10,0,2.686
Fall 2021,MATH,122,Precalculus,12,"COLON, C",30,3,1,0,0,1,2,0,0,2,0,1,1,16,0,2.618
Fall 2021,MATH,122,Precalculus,1,"SPITZ, H",30,3,2,1,0,3,0,0,3,2,0,1,2,4,1,2.535
Fall 2021,MATH,122,Precalculus,9,"GILLMAN, P",41,3,2,4,7,3,2,2,0,0,0,7,4,5,0,2.468
Fall 2021,MATH,122,Precalculus,16SK,"ISLAM, M",29,1,2,4,1,5,2,0,4,2,0,4,2,0,0,2.441
Fall 2021,MATH,122,Precalculus,6,"RYDZEWSKI, M",40,1,2,1,4,4,4,2,2,3,0,5,2,8,0,2.347
Fall 2021,MATH,122,Precalculus,19,"YUABOV, D",30,2,0,1,1,0,3,0,0,5,0,0,2,13,0,2.257
Fall 2021,MATH,122,Precalculus,7,"RYDZEWSKI, M",41,0,1,0,5,2,4,3,2,3,0,2,4,12,0,2.127
Fall 2021,MATH,122,Precalculus,20,"LEHMAN, S",29,0,4,0,0,2,1,1,4,2,0,4,4,6,0,1.927
Fall 2021,MATH,122,Precalculus,5,"TOLEDO, D",30,0,0,0,0,0,0,2,2,5,0,6,2,11,0,1.359
Fall 2021,MATH,122,Precalculus,17,"PASTORE, J",30,0,0,0,0,0,0,0,1,1,0,0,2,21,0,0.925
Fall 2021,MATH,122,Precalculus,13,"PASTORE, J",28,0,0,0,0,2,0,0,3,0,0,0,8,10,0,0.923
Fall 2021,MATH,122,Precalculus,14,"CHIU, S",30,0,1,0,0,0,0,0,2,0,0,6,10,11,0,0.737
Fall 2021,MATH,128,Mathematical Design,2,"HANUSA, C",17,1,1,1,0,0,1,0,1,0,0,2,0,6,0,2.629
Fall 2021,MATH,131,Calculus with Applications I,2,"BERNSTEIN, M",30,9,1,2,1,1,0,1,2,0,0,3,0,10,0,3.15
Fall 2021,MATH,131,Calculus with Applications I,6,"GJONLEKAJ, M",40,0,10,8,0,8,4,1,3,1,0,2,1,2,0,3.063
Fall 2021,MATH,131,Calculus with Applications I,5,"NAKAYAMA, A",28,7,2,4,2,1,1,0,0,1,0,3,2,5,0,2.948
Fall 2021,MATH,131,Calculus with Applications I,1,"BERNSTEIN, M",25,3,0,1,3,0,2,1,2,1,0,2,0,8,0,2.733
Fall 2021,MATH,131,Calculus with Applications I,3,"BERGER, K",28,1,1,0,2,1,1,2,1,1,0,2,1,14,0,2.354
Fall 2021,MATH,141,Calculus/Differentiation,12,"KIMATOV, M",40,7,13,2,5,6,1,1,2,1,0,2,0,0,0,3.365
Fall 2021,MATH,141,Calculus/Differentiation,6,"RONG, Y",41,8,7,3,6,2,1,1,0,2,0,5,0,6,0,3.151
Fall 2021,MATH,141,Calculus/Differentiation,5,"RONG, Y",40,7,4,6,5,3,3,3,3,2,0,2,0,2,0,3.108
Fall 2021,MATH,141,Calculus/Differentiation,8,"DONG, X",30,4,2,5,3,4,1,1,1,2,0,3,0,2,0,2.992
Fall 2021,MATH,141,Calculus/Differentiation,10,"GONZALEZ, R",28,2,2,3,1,4,3,3,1,1,0,0,2,3,0,2.777
Fall 2021,MATH,141,Calculus/Differentiation,15SK,"KALRA, P",28,1,1,5,5,2,2,5,1,3,0,0,3,0,0,2.607
Fall 2021,MATH,141,Calculus/Differentiation,13SK,"BROGES, A",25,3,5,0,0,0,2,0,2,1,0,2,3,4,0,2.506
Fall 2021,MATH,141,Calculus/Differentiation,17,"MILLER, D",39,0,1,3,4,1,4,3,5,2,0,7,1,4,0,2.239
Fall 2021,MATH,141,Calculus/Differentiation,16,"DON, E",30,1,1,1,1,0,2,0,2,0,0,2,2,9,0,2.2
Fall 2021,MATH,141,Calculus/Differentiation,14SK,"BROGES, A",25,1,1,2,0,4,1,0,0,1,0,3,3,6,0,2.175
Fall 2021,MATH,141,Calculus/Differentiation,18,"HANUSA, C",30,1,5,0,0,0,1,0,1,1,0,0,5,13,1,2.171
Fall 2021,MATH,141,Calculus/Differentiation,2,"ERLBAUM, S",30,1,4,0,3,1,1,1,2,2,0,2,5,8,0,2.15
Fall 2021,MATH,141,Calculus/Differentiation,7,"BERMAN, G",28,2,0,0,0,2,1,1,2,1,0,1,2,8,0,2.142
Fall 2021,MATH,141,Calculus/Differentiation,11,"GONZALEZ, R",30,0,1,1,1,1,3,1,1,4,0,0,3,9,0,2.075
Fall 2021,MATH,141,Calculus/Differentiation,4,"BOTEJU, W",30,0,3,0,4,2,1,0,2,0,0,3,5,9,0,2.045
Fall 2021,MATH,141,Calculus/Differentiation,9,"PORCHETTA, E",29,0,0,0,1,2,1,2,5,5,0,2,1,6,0,1.953
Fall 2021,MATH,141,Calculus/Differentiation,1,"ERLBAUM, S",30,1,1,1,0,1,2,0,2,2,0,4,3,10,0,1.853
Fall 2021,MATH,141,Calculus/Differentiation,3,"GANT, S",30,0,0,0,1,1,1,2,1,2,0,3,2,9,0,1.692
Fall 2021,MATH,142,Calculus/Integration,2,"KLOSIN, K",41,2,8,4,3,1,2,2,4,2,0,2,2,7,0,2.847
Fall 2021,MATH,142,Calculus/Integration,08SK,"ISLAM, M",11,0,1,0,0,4,3,1,0,1,0,1,0,0,0,2.645
Fall 2021,MATH,142,Calculus/Integration,7,"LIU, Z",36,0,1,2,6,3,4,7,5,4,0,0,1,2,0,2.542
Fall 2021,MATH,142,Calculus/Integration,1,"ERLBAUM, S",26,2,1,1,0,2,6,1,0,0,0,1,4,7,0,2.289
Fall 2021,MATH,142,Calculus/Integration,4,"KOROVESHI, B",15,1,1,1,0,0,0,1,1,5,0,0,3,2,0,1.885
Fall 2021,MATH,142,Calculus/Integration,6,"GANT, S",23,0,0,1,0,2,1,0,1,0,0,3,5,10,0,1.338
Fall 2021,MATH,142,Calculus/Integration,3,"KOROVESHI, B",25,0,1,1,0,0,0,1,1,2,0,0,7,12,0,1.185
Fall 2021,MATH,143,Calculus-Infinite Series,4,"ZAKERI, S",40,3,6,5,4,6,2,8,3,1,0,1,1,0,0,2.955
Fall 2021,MATH,143,Calculus-Infinite Series,3,"ERLBAUM, S",30,2,5,0,3,2,2,1,3,2,0,3,1,6,0,2.667
Fall 2021,MATH,143,Calculus-Infinite Series,6,"GOLDMAN, S",30,0,2,1,0,0,3,1,1,1,0,0,3,16,1,2.15
Fall 2021,MATH,143,Calculus-Infinite Series,1,"BRAUN, M",20,2,0,1,0,0,0,0,2,0,0,0,4,11,0,1.744
Fall 2021,MATH,143,Calculus-Infinite Series,2,"BRAUN, M",24,1,1,1,0,2,2,1,1,0,0,2,6,7,0,1.729
Fall 2021,MATH,151,Calc/Diff & Integtn,5,"SABITOVA, M",40,16,6,6,2,0,1,0,3,0,0,1,1,4,0,3.514
Fall 2021,MATH,151,Calc/Diff & Integtn,4,"SPITZ, H",30,4,5,3,0,4,0,0,1,1,0,0,1,6,0,3.305
Fall 2021,MATH,151,Calc/Diff & Integtn,2,"SARIC, D",29,0,4,1,1,4,2,2,2,1,0,0,0,9,1,2.982
Fall 2021,MATH,151,Calc/Diff & Integtn,3,"SPITZ, H",30,7,2,0,0,1,2,0,0,4,0,2,1,5,0,2.8
Fall 2021,MATH,151,Calc/Diff & Integtn,6,"KONG, X",30,1,0,1,0,1,4,0,1,1,0,0,3,18,0,2.1
Fall 2021,MATH,151,Calc/Diff & Integtn,1,"WEN, C",29,3,0,0,0,1,0,1,1,2,0,4,4,9,0,1.669
Fall 2021,MATH,151,Calc/Diff & Integtn,7,"JOANIDHI, Z",16,0,0,1,0,2,1,0,0,2,0,0,6,3,0,1.317
Fall 2021,MATH,152,Calc/Integration & Infinite,6,"NICASTRO, S",30,6,2,1,1,1,4,1,1,2,0,1,7,3,0,2.278
Fall 2021,MATH,152,Calc/Integration & Infinite,1,"KAHAN, S",37,0,1,2,2,2,2,3,4,4,0,2,4,10,0,2.042
Fall 2021,MATH,152,Calc/Integration & Infinite,2,"KAHAN, S",35,0,2,0,1,1,2,1,2,1,0,5,2,17,1,1.924
Fall 2021,MATH,152,Calc/Integration & Infinite,5,"RICCARDO, M",21,1,1,0,0,0,1,0,1,3,0,3,4,6,1,1.486
Fall 2021,MATH,152,Calc/Integration & Infinite,4,"DON, E",13,1,0,0,0,0,0,0,0,0,0,0,2,9,0,1.333
Fall 2021,MATH,201,Multivariable Calculus,4,"KRAMER, K",18,1,2,3,1,0,0,0,1,0,0,2,0,8,0,3.04
Fall 2021,MATH,201,Multivariable Calculus,2,"MILLER, D",35,1,2,3,1,8,5,1,5,2,0,1,1,5,0,2.687
Fall 2021,MATH,201,Multivariable Calculus,1,"JOSEPH, M",25,0,3,2,1,2,1,0,2,1,0,0,3,10,0,2.473
Fall 2021,MATH,202,Advanced Calculus,1,"SARIC, D",17,0,1,3,1,0,0,1,0,3,0,0,0,8,0,2.867
Fall 2021,MATH,202,Advanced Calculus,2,"ADRIAN, M",30,2,3,7,0,0,5,1,2,4,0,0,3,3,0,2.685
Fall 2021,MATH,220,Discrete Mathematics,2,"LIU, Z",35,3,2,2,2,2,2,2,6,4,0,0,3,7,0,2.457
Fall 2021,MATH,223,Diff Equa/Num Meth 1,2,"JOSEPH, M",16,0,1,0,3,0,1,1,0,4,0,0,1,5,0,2.336
Fall 2021,MATH,223,Diff Equa/Num Meth 1,1,"BRAUN, M",24,2,6,0,2,1,0,0,0,3,0,2,5,3,0,2.319
Fall 2021,MATH,231,Linear Algebra I,10,"PANDAZIS, M",35,5,12,7,5,4,1,0,0,0,0,0,0,1,0,3.679
Fall 2021,MATH,231,Linear Algebra I,6,"ZAKERI, S",35,5,7,6,4,5,3,1,2,0,0,0,1,1,0,3.318
Fall 2021,MATH,231,Linear Algebra I,8,"SABITOVA, M",35,7,10,4,2,2,2,0,2,1,0,2,1,2,0,3.288
Fall 2021,MATH,231,Linear Algebra I,1,"JIANG, Y",30,5,3,1,1,1,4,0,1,3,0,1,1,8,1,2.9
Fall 2021,MATH,231,Linear Algebra I,4,"PASTORE, J",19,0,2,0,0,1,1,2,1,1,0,0,1,10,0,2.444
Fall 2021,MATH,231,Linear Algebra I,2,"JOSEPH, M",30,3,2,0,3,3,1,4,2,4,0,0,5,3,0,2.281
Fall 2021,MATH,231,Linear Algebra I,11,"WANG, A",30,5,0,3,0,3,0,1,2,2,0,5,4,5,0,2.192
Fall 2021,MATH,231,Linear Algebra I,3,"MILLER, D",35,0,3,3,1,1,5,0,2,7,0,1,5,7,0,2.136
Fall 2021,MATH,231,Linear Algebra I,12,"NEVAREZ, B",30,2,0,0,1,3,1,1,3,1,0,3,5,10,0,1.8
Fall 2021,MATH,231,Linear Algebra I,7,"ADRIAN, M",30,3,1,0,0,1,2,0,1,2,0,3,6,11,0,1.726
Fall 2021,MATH,231,Linear Algebra I,9,"BERMAN, G",24,1,0,1,0,0,0,2,0,1,0,0,4,14,0,1.556
Fall 2021,MATH,241,Intro Prob & Math Stat,10,"PANDAZIS, M",35,13,13,8,0,1,0,0,0,0,0,0,0,0,0,3.903
Fall 2021,MATH,241,Intro Prob & Math Stat,7,"MITRA, S",24,1,1,1,4,1,2,3,1,0,0,0,0,10,0,3.014
Fall 2021,MATH,241,Intro Prob & Math Stat,2,"KAPELNER, A",34,0,3,6,4,2,2,3,2,3,0,0,0,9,0,2.992
Fall 2021,MATH,241,Intro Prob & Math Stat,3,"JOSEPH, M",30,1,6,1,0,1,5,1,3,3,0,1,2,6,0,2.608
Fall 2021,MATH,241,Intro Prob & Math Stat,11,"NEVAREZ, B",30,2,2,2,2,3,1,2,1,1,0,2,2,10,0,2.6
Fall 2021,MATH,241,Intro Prob & Math Stat,8,"GANGARAM, E",30,0,4,2,4,1,2,2,2,3,0,1,2,7,0,2.596
Fall 2021,MATH,241,Intro Prob & Math Stat,4,"RALESCU, S",27,0,0,2,2,1,1,0,1,1,0,0,2,17,0,2.34
Fall 2021,MATH,241,Intro Prob & Math Stat,1,"SISSER, F",30,4,2,2,2,0,0,2,1,2,0,0,7,8,0,2.182
Fall 2021,MATH,241,Intro Prob & Math Stat,5,"GANGARAM, E",30,0,1,2,1,1,2,0,2,2,0,1,3,14,0,2.1
Fall 2021,MATH,241,Intro Prob & Math Stat,6,"KOROVESHI, B",30,0,1,1,1,1,0,3,0,8,0,0,3,12,0,1.917
Fall 2021,MATH,241,Intro Prob & Math Stat,9,"KOROVESHI, B",28,0,1,0,0,1,2,3,2,6,0,0,3,10,0,1.861
Fall 2021,MATH,242,Methods Of Math Statistics,1,"SISSER, F",28,3,1,4,2,4,4,1,1,3,0,0,1,4,0,2.9
Fall 2021,MATH,250,Mathematical Computing,1,"HANUSA, C",17,4,1,1,1,1,1,0,0,0,0,0,1,7,0,3.27
Fall 2021,MATH,310,Elementary Real Analysis,2,"WILSON, S",25,0,5,4,4,3,2,1,1,1,0,0,0,4,0,3.257
Fall 2021,MATH,310,Elementary Real Analysis,1,"MILLER, R",14,0,0,0,0,0,2,2,2,1,0,0,4,3,0,1.427
Fall 2021,MATH,333,Intro Alg Structures,1,"LEE, D",13,2,1,0,0,1,1,0,0,1,0,0,0,7,0,3.233
Fall 2021,MATH,333,Intro Alg Structures,3,"KLOSIN, K",35,0,1,1,7,2,8,2,0,2,0,1,1,10,0,2.696
Fall 2021,MATH,333,Intro Alg Structures,2,"WILSON, S",22,0,6,1,2,1,1,0,0,1,0,0,6,4,0,2.317
Fall 2021,MATH,368,Advanced Probability,1,"KAPELNER, A",14,0,3,2,1,3,2,1,0,1,0,0,0,1,0,3.162
Fall 2021,MATH,369,Advanced Statistics,1,"KAPELNER, A",18,0,2,4,2,2,2,1,0,1,0,0,0,4,0,3.2
Fall 2021,MATH,505,Mathematical Problem-Solving,1,"GANGARAM, E",30,12,5,2,4,3,1,2,1,0,0,0,0,0,0,3.563
Fall 2021,MATH,509,Set Theory and Logic,1,"MITRA, S",15,0,1,1,2,5,2,3,1,0,0,0,0,0,0,2.907
Fall 2021,MATH,518,College Geometry,1,"LORD, A",24,2,2,1,4,0,1,1,1,3,0,0,2,7,0,2.647
Fall 2021,MATH,518,College Geometry,2,"MARKINSON, M",27,1,3,1,3,0,6,3,7,1,0,0,2,0,0,2.533
Fall 2021,MATH,524,History of Mathematics,1,"LORD, A",21,3,4,1,4,4,0,0,1,1,0,0,1,2,0,3.189
Fall 2021,MATH,617,Number Systems,1,"LEE, D",14,1,0,5,2,3,0,1,0,1,0,0,0,1,0,3.238
Fall 2021,MATH,621,Probability,1,"RALESCU, S",15,0,1,2,1,3,2,0,1,0,0,0,0,5,0,3.11
Fall 2021,MATH,624,Numerical Analysis I.,1,"KRAMER, K",16,0,2,1,2,2,4,1,0,0,0,0,1,3,0,2.877
Fall 2021,MATH,114W,Elementary Prob&Stat,1,"CAI, A",29,4,4,5,1,2,2,2,1,2,0,2,2,2,0,2.859
Fall 2021,MEDST,100,Media Technologies Gut to Int,1,"MAXWELL, R",100,0,34,10,29,10,2,6,1,0,0,2,1,5,0,3.388
Fall 2021,MEDST,100,Media Technologies Gut to Int,2,"ARROYO, B",40,0,4,1,6,6,0,1,0,0,0,0,5,8,9,2.6
Fall 2021,MEDST,101,The Contemporary Media,1,"MONROY, J",98,8,28,7,10,11,5,2,5,0,0,6,2,14,0,3.214
Fall 2021,MEDST,101,The Contemporary Media,2,"STRASSFELD, B",50,0,9,14,4,3,7,3,1,0,0,0,2,4,2,3.205
Fall 2021,MEDST,103,Interpersonal Communication,1,"FASOS, S",39,0,7,9,4,6,2,0,0,0,0,1,0,8,1,3.41
Fall 2021,MEDST,143,Hist of Cinema I: 1880-1930,1,"TSIKA, N",81,17,26,16,8,3,0,2,0,0,0,2,0,7,0,3.692
Fall 2021,MEDST,151,Public Speaking,1,"DRYER, T",18,1,3,5,2,1,2,0,0,0,0,0,3,1,0,2.912
Fall 2021,MEDST,160,Advertising Aesthetics,1,"COHEN, J",72,30,12,3,7,0,1,2,0,1,0,3,5,7,0,3.347
Fall 2021,MEDST,200,Principles of Sound and Image,1,"CORNELL, J",90,0,18,15,11,10,3,9,5,0,0,0,2,16,1,3.186
Fall 2021,MEDST,211,Intro Sports Television,1,"COHEN, M",23,13,2,2,0,0,0,0,0,0,0,0,0,6,0,3.965
Fall 2021,MEDST,222,Intro to Public Relations,1,"FASOS, S",30,0,15,9,0,4,0,0,0,0,0,0,0,2,0,3.761
Fall 2021,MEDST,223,Media Writing,2,"YOUSSEF, J",28,9,9,5,0,1,1,0,0,0,0,0,0,2,1,3.848
Fall 2021,MEDST,223,Media Writing,1,"KEIFETZ, A",11,2,0,1,2,1,0,4,0,0,0,0,0,1,0,3.05
Fall 2021,MEDST,241,Multimedia,1,"MCCLEAVE, L",10,0,2,3,4,0,0,0,0,0,0,0,0,1,0,3.589
Fall 2021,MEDST,243,Introduction to Filmmaking,2,"EHRLICH, M",14,0,9,1,0,0,1,0,0,0,0,0,0,3,0,3.855
Fall 2021,MEDST,243,Introduction to Filmmaking,1,"BELOFF, Z",14,1,5,0,1,2,1,0,1,1,0,0,1,1,0,3.054
Fall 2021,MEDST,245,Screenwriting,1,"VETERE, R",21,0,6,6,3,4,0,0,0,0,0,0,0,2,0,3.584
Fall 2021,MEDST,255,Social Media,1,"COHEN, J",50,21,3,8,4,2,1,0,1,1,0,0,6,3,0,3.217
Fall 2021,MEDST,262,Political Economy of Media,1,"YEO, S",20,0,3,3,0,3,2,3,3,0,0,1,1,1,0,2.705
Fall 2021,MEDST,264,The Business of Media,1,"CARVAJAL, J",14,4,6,0,0,0,0,0,0,0,0,0,0,4,0,4.0
Fall 2021,MEDST,265,Producing Independent Movies,1,"MCCLEAVE, L",17,0,8,3,2,2,0,0,0,0,0,1,0,1,0,3.544
Fall 2021,MEDST,281,Intermediate Studies in Media,4,"MCCLEAVE, L",20,0,4,3,1,3,2,0,0,1,0,0,0,4,2,3.321
Fall 2021,MEDST,281,Intermediate Studies in Media,3,"DEFELICE, A",11,0,2,1,2,2,1,0,0,1,0,0,0,2,0,3.189
Fall 2021,MEDST,313,Creative Sound Production,1,"BELOFF, Z",12,2,3,1,2,1,0,0,0,0,0,0,1,2,0,3.33
Fall 2021,MEDST,317,Advanced Post-Production,1,"DEFELICE, A",10,0,0,7,2,1,0,0,0,0,0,0,0,0,0,3.55
Fall 2021,MEDST,360,Global Media,1,"EHRLICH, M",22,0,11,1,0,4,0,0,2,1,0,0,0,3,0,3.442
Fall 2021,MEDST,201W,Media Criticism,1,"STRASSFELD, B",25,0,4,8,4,7,0,0,0,0,0,0,0,1,1,3.47
Fall 2021,MEDST,201W,Media Criticism,2,"HINOJOS, S",24,2,3,3,2,1,2,2,2,0,0,0,1,6,0,3.039
Fall 2021,MEDST,201W,Media Criticism,3,"ARROYO, B",25,0,2,5,4,1,0,0,1,0,0,0,3,3,6,2.794
Fall 2021,MEDST,330W,The Music Industry,1,"HERZOG, A",20,1,5,0,4,2,4,0,1,0,0,0,0,3,0,3.294
Fall 2021,MEDST,342W,Special Topics in Genre,1,"TSIKA, N",22,0,7,1,4,2,0,0,0,0,0,0,0,4,4,3.636
Fall 2021,MEDST,342W,Special Topics in Genre,2,"CORNELL, J",19,0,3,3,7,1,0,0,0,0,0,0,0,3,2,3.514
Fall 2021,MEDST,381W,Advanced Studies in Media,1,"MAXWELL, R",22,0,3,3,7,2,2,2,0,0,0,2,0,1,0,3.057
Fall 2021,MEDST,381W,Advanced Studies in Media,2,"YEO, S",22,0,2,3,3,5,3,2,2,0,0,0,2,0,0,2.759
Fall 2021,MES,160,Classical Islamic Lit & Civil,3,"TALEGHANI, R",30,13,10,3,0,0,0,0,0,0,0,0,0,2,2,3.965
Fall 2021,MES,160,Classical Islamic Lit & Civil,2,"BECK, K",31,15,0,1,0,2,1,0,1,0,0,0,3,8,0,3.235
Fall 2021,MES,170,Islam,1,"TALEGHANI, R",29,15,7,3,1,2,0,0,1,0,0,0,0,0,0,3.807
Fall 2021,MES,250,Lit Islamic World,1,"BECK, K",30,16,2,0,0,0,1,1,1,2,0,1,4,2,0,2.979
Fall 2021,MUSIC,1,Introduction to Music,1,"AHN, D",30,6,14,2,0,4,1,1,0,0,0,0,0,2,0,3.729
Fall 2021,MUSIC,1,Introduction to Music,3,"CHANG, L",30,21,5,0,0,0,0,0,3,0,0,0,1,0,0,3.667
Fall 2021,MUSIC,1,Introduction to Music,2,"NEWTON, E",33,17,4,3,0,2,1,1,3,0,0,0,0,2,0,3.616
Fall 2021,MUSIC,1,Introduction to Music,4,"SCHULENBURG, M",30,0,11,9,2,4,1,0,0,0,0,0,1,1,0,3.521
Fall 2021,MUSIC,1,Introduction to Music,7,"POWERS, W",30,4,4,3,8,2,4,2,2,0,0,0,0,1,0,3.272
Fall 2021,MUSIC,1,Introduction to Music,5,"SCHINDELE, M",30,10,4,3,1,2,1,2,2,1,0,2,0,2,0,3.264
Fall 2021,MUSIC,1,Introduction to Music,FYE1,"CALLIS, C",30,3,5,2,3,4,3,2,2,1,0,0,0,0,0,3.188
Fall 2021,MUSIC,1,Introduction to Music,8,"ORENSTEIN, A",30,0,0,3,4,7,5,3,1,0,0,0,0,6,1,2.943
Fall 2021,MUSIC,1,Introduction to Music,FYE2,"CALLIS, C",30,0,2,1,7,2,4,1,5,2,0,3,0,2,0,2.604
Fall 2021,MUSIC,1,Introduction to Music,6,"NITZBERG, R",30,0,5,3,4,1,2,2,2,1,0,3,3,1,0,2.538
Fall 2021,MUSIC,73,Basic Mus:Theory,1,"CHERNOV, E",13,2,1,2,0,0,3,0,1,0,0,1,2,1,0,2.542
Fall 2021,MUSIC,74,Piano Skills I,2,"SHIRONISHI, R",13,2,6,3,1,0,0,0,0,0,0,1,0,0,0,3.646
Fall 2021,MUSIC,75,Piano Skills II,1,"NITZBERG, R",11,0,1,2,4,0,2,0,0,0,0,0,0,2,0,3.333
